,IDCrop,Crop_Sequence_Trt_Species_Legume_Harvested,Crop_Sequence_Trt_Cultivar_Name,Crop_Sequence_Trt_Growing_Season_Number,IDSite_Site,IDSite,Site_Name,Site_Country,Site_Latitude,Site_Longitude,Site_Coordinate_Source,Site_Soil_Depth_Variable_m,Site_Soil_Classification_Name,Site_Soil_Texture_Name,Site_Soil_pH,Site_Precipitation_mm,Site_Precipitation_Period,Site_Precipitation_Period_Month,Crop_Sequence_Trt_Species_Order,Crop_Sequence_Trt_Name,Crop_Sequence_Trt_Species_Number,IDRotation_CropSystem,Crop_Sequence_Treatment_Name,Crop_Site_Growing_Season_ID,Crop_Growing_Season_Year_First,Crop_Growing_Season_Year_Last,Crop_Growing_Season_Number,Crop_Species_Scientific_Name,Crop_Species_Common_Name,Crop_Species_Legume,IDRotation,Crop_Date_Harvest,Crop_Date_Seeding,Crop_Following_Number,Crop_Multiple_Following_For_Same_Preceding,Crop_Across_Treatment_Averaged_Value,Crop_Across_Species_Same_Treatment_Value,Crop_Replicate_Number,Crop_Yield_Grain,Crop_Yield_Grain_Unit,identifiant_Paper,Crop_Date_From_Seeding_To_Harvest_Day_Number,Site_Precipitation_Period_Year,Site_City_State_Region,Site_Temperature_Period_Month,Site_Temperature_Celsius,Site_Temperature_Period
1770,8668,1,Seafarer-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Kidney bean-Common wheat,"Kidney bean-Common wheat, Seafarer, 150N",2,4258,"Kidney bean-Common wheat, Seafarer, 150N",615,1985,1985,1,Phaseolus vulgaris,Kidney bean,1,4258,NA Oct. 1985,15 May 1985,0,1,0,1,3,2.66,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1771,8780,1,Seafarer-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Kidney bean-Common wheat,"Kidney bean-Common wheat, Seafarer, 150N",2,4258,"Kidney bean-Common wheat, Seafarer, 150N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4258,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.19,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1772,8783,1,Seafarer-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Kidney bean-Common wheat,"Kidney bean-Common wheat, Seafarer, 150N",2,4258,"Kidney bean-Common wheat, Seafarer, 150N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4258,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.25,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1773,8669,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 0N",2,4259,"Fababean-Common wheat, 0N",614,1984,1984,1,Vicia faba,Fababean,1,4259,NA Oct. 1984,15 May 1984,0,0,0,1,3,1.96,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1774,8672,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 0N",2,4259,"Fababean-Common wheat, 0N",615,1985,1985,1,Vicia faba,Fababean,1,4259,NA Oct. 1985,15 May 1985,0,0,0,1,3,1.79,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1775,8790,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 0N",2,4259,"Fababean-Common wheat, 0N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4259,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.59,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1776,8793,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 0N",2,4259,"Fababean-Common wheat, 0N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4259,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.14,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1777,8670,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 75N",2,4260,"Fababean-Common wheat, 75N",614,1984,1984,1,Vicia faba,Fababean,1,4260,NA Oct. 1984,15 May 1984,0,1,0,1,3,1.96,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1778,8673,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 75N",2,4260,"Fababean-Common wheat, 75N",615,1985,1985,1,Vicia faba,Fababean,1,4260,NA Oct. 1985,15 May 1985,0,1,0,1,3,1.79,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1779,8791,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 75N",2,4260,"Fababean-Common wheat, 75N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4260,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,3.52,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1780,8794,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 75N",2,4260,"Fababean-Common wheat, 75N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4260,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.18,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1781,8671,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 150N",2,4261,"Fababean-Common wheat, 150N",614,1984,1984,1,Vicia faba,Fababean,1,4261,NA Oct. 1984,15 May 1984,0,1,0,1,3,1.96,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1782,8674,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 150N",2,4261,"Fababean-Common wheat, 150N",615,1985,1985,1,Vicia faba,Fababean,1,4261,NA Oct. 1985,15 May 1985,0,1,0,1,3,1.79,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1783,8792,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 150N",2,4261,"Fababean-Common wheat, 150N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4261,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.08,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1784,8795,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fababean-Common wheat,"Fababean-Common wheat, 150N",2,4261,"Fababean-Common wheat, 150N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4261,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.12,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1785,8678,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Lentil-Common wheat,"Lentil-Common wheat, 0N",2,4262,"Lentil-Common wheat, 0N",615,1985,1985,1,Lens culinaris,Lentil,1,4262,NA Oct. 1985,15 May 1985,0,0,0,1,3,1.00,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1786,8805,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Lentil-Common wheat,"Lentil-Common wheat, 0N",2,4262,"Lentil-Common wheat, 0N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4262,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.32,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1787,8679,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Lentil-Common wheat,"Lentil-Common wheat, 75N",2,4263,"Lentil-Common wheat, 75N",615,1985,1985,1,Lens culinaris,Lentil,1,4263,NA Oct. 1985,15 May 1985,0,1,0,1,3,1.00,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1788,8806,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Lentil-Common wheat,"Lentil-Common wheat, 75N",2,4263,"Lentil-Common wheat, 75N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4263,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.36,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1789,8680,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Lentil-Common wheat,"Lentil-Common wheat, 150N",2,4264,"Lentil-Common wheat, 150N",615,1985,1985,1,Lens culinaris,Lentil,1,4264,NA Oct. 1985,15 May 1985,0,1,0,1,3,1.00,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1790,8807,1,Ackerperal-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Lentil-Common wheat,"Lentil-Common wheat, 150N",2,4264,"Lentil-Common wheat, 150N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4264,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.17,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1791,8717,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 0N",1,4284,"Common wheat-Common wheat, 0N",614,1984,1984,1,Triticum aestivum,Common wheat,0,4284,NA NA 1984,NA NA 1984,0,0,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1792,8720,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 0N",1,4284,"Common wheat-Common wheat, 0N",615,1985,1985,1,Triticum aestivum,Common wheat,0,4284,NA NA 1985,NA NA 1985,0,0,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1793,8814,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 0N",1,4284,"Common wheat-Common wheat, 0N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4284,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,3.35,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1794,8817,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 0N",1,4284,"Common wheat-Common wheat, 0N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4284,18 Aug. 1986,14 May 1986,1,0,0,1,3,1.64,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1795,8718,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 75N",1,4285,"Common wheat-Common wheat, 75N",614,1984,1984,1,Triticum aestivum,Common wheat,0,4285,NA NA 1984,NA NA 1984,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1796,8721,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 75N",1,4285,"Common wheat-Common wheat, 75N",615,1985,1985,1,Triticum aestivum,Common wheat,0,4285,NA NA 1985,NA NA 1985,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1797,8815,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 75N",1,4285,"Common wheat-Common wheat, 75N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4285,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,3.87,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1798,8818,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 75N",1,4285,"Common wheat-Common wheat, 75N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4285,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.19,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1799,8719,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 150N",1,4286,"Common wheat-Common wheat, 150N",614,1984,1984,1,Triticum aestivum,Common wheat,0,4286,NA NA 1984,NA NA 1984,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1800,8722,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 150N",1,4286,"Common wheat-Common wheat, 150N",615,1985,1985,1,Triticum aestivum,Common wheat,0,4286,NA NA 1985,NA NA 1985,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1801,8816,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 150N",1,4286,"Common wheat-Common wheat, 150N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4286,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.03,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1802,8819,0,Len-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Common wheat-Common wheat,"Common wheat-Common wheat, 150N",1,4286,"Common wheat-Common wheat, 150N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4286,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.09,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1803,8730,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 0N",1,4290,"Fallow-Common wheat, 0N",614,1984,1984,1,Fallow,Fallow,0,4290,NA NA 1984,NA NA 1984,0,0,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1804,8733,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 0N",1,4290,"Fallow-Common wheat, 0N",615,1985,1985,1,Fallow,Fallow,0,4290,NA NA 1985,NA NA 1985,0,0,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1805,8826,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 0N",1,4290,"Fallow-Common wheat, 0N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4290,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.64,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1806,8829,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 0N",1,4290,"Fallow-Common wheat, 0N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4290,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.18,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1807,8731,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 75N",1,4291,"Fallow-Common wheat, 75N",614,1984,1984,1,Fallow,Fallow,0,4291,NA NA 1984,NA NA 1984,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1808,8734,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 75N",1,4291,"Fallow-Common wheat, 75N",615,1985,1985,1,Fallow,Fallow,0,4291,NA NA 1985,NA NA 1985,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1809,8827,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 75N",1,4291,"Fallow-Common wheat, 75N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4291,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.20,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1810,8830,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 75N",1,4291,"Fallow-Common wheat, 75N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4291,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.16,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1811,8732,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 150N",1,4292,"Fallow-Common wheat, 150N",614,1984,1984,1,Fallow,Fallow,0,4292,NA NA 1984,NA NA 1984,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1812,8735,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 150N",1,4292,"Fallow-Common wheat, 150N",615,1985,1985,1,Fallow,Fallow,0,4292,NA NA 1985,NA NA 1985,0,1,0,1,3,NA,NA,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1813,8828,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 150N",1,4292,"Fallow-Common wheat, 150N",616,1985,1985,1,Triticum aestivum,Common wheat,0,4292,11 Sep. 1985,19 Apr. 1985,1,0,0,1,3,4.03,t.ha-1,236,145,from 1984 to 1986,North Dakota,NA,NA,NA
1814,8831,0,NA-Len,2.0,433,433,Fargo,United States of America,46.88,-96.79,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Vertic Haplaquoll (Fargo series),Silty clay,NA,315,Growing season,Apr.-Aug.,Fallow-Common wheat,"Fallow-Common wheat, 150N",1,4292,"Fallow-Common wheat, 150N",617,1986,1986,1,Triticum aestivum,Common wheat,0,4292,18 Aug. 1986,14 May 1986,1,0,0,1,3,2.06,t.ha-1,236,96,from 1984 to 1986,North Dakota,NA,NA,NA
1815,8681,1,McCall-Len,2.0,434,434,Prosper,United States of America,46.96,-97.02,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Typic Haplaquoll and Aeric Calciaquoll (Parella-Bearden series),Silty clay loam,NA,352,Growing season,Apr.-Aug.,Soybean-Common wheat,"Soybean-Common wheat, McCall, 0N",2,4265,"Soybean-Common wheat, McCall, 0N",618,1984,1984,1,Glycine max,Soybean,1,4265,NA Oct. 1984,15 May 1984,0,0,0,1,3,3.10,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1816,8684,1,McCall-Len,2.0,434,434,Prosper,United States of America,46.96,-97.02,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Typic Haplaquoll and Aeric Calciaquoll (Parella-Bearden series),Silty clay loam,NA,352,Growing season,Apr.-Aug.,Soybean-Common wheat,"Soybean-Common wheat, McCall, 0N",2,4265,"Soybean-Common wheat, McCall, 0N",619,1985,1985,1,Glycine max,Soybean,1,4265,NA Oct. 1985,15 May 1985,0,0,0,1,3,2.17,t.ha-1,236,NA,from 1984 to 1986,North Dakota,NA,NA,NA
1817,8748,1,McCall-Len,2.0,434,434,Prosper,United States of America,46.96,-97.02,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Typic Haplaquoll and Aeric Calciaquoll (Parella-Bearden series),Silty clay loam,NA,352,Growing season,Apr.-Aug.,Soybean-Common wheat,"Soybean-Common wheat, McCall, 0N",2,4265,"Soybean-Common wheat, McCall, 0N",620,1985,1985,1,Triticum aestivum,Common wheat,0,4265,05 Sep. 1985,16 Apr. 1985,1,0,0,1,3,2.87,t.ha-1,236,142,from 1984 to 1986,North Dakota,NA,NA,NA
1818,8751,1,McCall-Len,2.0,434,434,Prosper,United States of America,46.96,-97.02,http://mynasadata.larc.nasa.gov/latitudelongitude-finder/,NA,Typic Haplaquoll and Aeric Calciaquoll (Parella-Bearden series),Silty clay loam,NA,352,Growing season,Apr.-Aug.,Soybean-Common wheat,"Soybean-Common wheat, McCall, 0N",2,4265,"Soybean-Common wheat, McCall, 0N",621,1986,1986,1,Triticum aestivum,Common wheat,0,4265,12 Aug. 1986,05 May 1986,1,0,0,1,3,2.47,t.ha-1,236,99,from 1984 to 1986,North Dakota,NA,NA,NA
